episode_reward,avg_throughput,avg_latency,avg_energy,policy,arrival_rate,episode
64.45642326105275,0.98,3555.9285714285706,516.3120079655635,RoundRobin,0.0,0
65.39404242488008,0.975,3442.488095238094,514.6765435055365,RoundRobin,0.0,1
67.63804948649516,0.975,3578.0357142857147,510.0906043416858,RoundRobin,0.0,2
63.88144898755991,0.98,3564.2976190476184,517.0991479472316,RoundRobin,0.0,3
63.217455624884735,0.975,3556.940476190476,516.9113522769585,RoundRobin,0.0,4
64.03421191692883,0.965,3497.5714285714284,513.720539267464,RoundRobin,0.0,5
57.65168073842959,0.975,3489.797619047617,525.8643003209271,RoundRobin,0.0,6
56.594219267421714,0.97,3591.9226190476197,524.0313675274388,RoundRobin,0.0,7
69.19502850204991,0.98,3411.0178571428555,510.50829653263935,RoundRobin,0.0,8
66.71022538248336,0.97,3424.309523809523,511.61587621198925,RoundRobin,0.0,9
65.65239188989868,0.97,3509.2857142857147,512.4378407365803,RoundRobin,0.0,10
61.788984821488626,0.97,3623.2619047619037,517.2071656249099,RoundRobin,0.0,11
68.33086368938206,0.975,3440.815476190477,510.2863651802127,RoundRobin,0.0,12
59.95091352336922,0.965,3572.8928571428573,519.1675940006601,RoundRobin,0.0,13
57.935633806992655,0.97,3644.119047619047,522.7994778609395,RoundRobin,0.0,14
63.2857190276919,0.98,3534.5238095238087,518.260707172748,RoundRobin,0.0,15
54.52166238111787,0.98,3658.315476190477,530.2926671426089,RoundRobin,0.0,16
71.54427564668363,0.98,3266.3690476190477,508.28626510140305,RoundRobin,0.0,17
65.30462414852889,0.975,3577.392857142858,513.5965280629207,RoundRobin,0.0,18
57.7572327765534,0.98,3573.452380952383,526.2030794065984,RoundRobin,0.0,19
64.45642326105272,0.98,3555.9285714285706,516.3120079655635,SJF,0.0,0
65.39404242488008,0.975,3442.488095238094,514.6765435055365,SJF,0.0,1
67.63804948649515,0.975,3578.0357142857147,510.0906043416858,SJF,0.0,2
63.88144898755992,0.98,3564.2976190476184,517.0991479472316,SJF,0.0,3
63.217455624884735,0.975,3556.940476190476,516.9113522769585,SJF,0.0,4
64.03421191692881,0.965,3497.5714285714284,513.720539267464,SJF,0.0,5
57.65168073842958,0.975,3489.797619047617,525.8643003209272,SJF,0.0,6
56.59421926742174,0.97,3591.9226190476197,524.0313675274388,SJF,0.0,7
69.19502850204992,0.98,3411.0178571428555,510.5082965326394,SJF,0.0,8
66.71022538248337,0.97,3424.309523809523,511.61587621198925,SJF,0.0,9
65.65239188989868,0.97,3509.2857142857147,512.4378407365804,SJF,0.0,10
61.78898482148864,0.97,3623.2619047619037,517.2071656249099,SJF,0.0,11
68.33086368938206,0.975,3440.815476190477,510.2863651802127,SJF,0.0,12
59.95091352336925,0.965,3572.8928571428573,519.1675940006601,SJF,0.0,13
57.93563380699266,0.97,3644.119047619047,522.7994778609395,SJF,0.0,14
63.28571902769189,0.98,3534.5238095238087,518.260707172748,SJF,0.0,15
54.52166238111787,0.98,3658.315476190477,530.2926671426089,SJF,0.0,16
71.54427564668363,0.98,3266.3690476190477,508.286265101403,SJF,0.0,17
65.30462414852889,0.975,3577.392857142858,513.5965280629207,SJF,0.0,18
57.757232776553415,0.98,3573.452380952383,526.2030794065984,SJF,0.0,19
64.45642326105272,0.98,3555.9285714285706,516.3120079655635,GreedyMinMin,0.0,0
65.39404242488008,0.975,3442.488095238094,514.6765435055365,GreedyMinMin,0.0,1
67.63804948649515,0.975,3578.0357142857147,510.0906043416858,GreedyMinMin,0.0,2
63.88144898755992,0.98,3564.2976190476184,517.0991479472316,GreedyMinMin,0.0,3
63.217455624884735,0.975,3556.940476190476,516.9113522769585,GreedyMinMin,0.0,4
64.03421191692881,0.965,3497.5714285714284,513.720539267464,GreedyMinMin,0.0,5
57.65168073842958,0.975,3489.797619047617,525.8643003209272,GreedyMinMin,0.0,6
56.59421926742174,0.97,3591.9226190476197,524.0313675274388,GreedyMinMin,0.0,7
69.19502850204992,0.98,3411.0178571428555,510.5082965326394,GreedyMinMin,0.0,8
66.71022538248337,0.97,3424.309523809523,511.61587621198925,GreedyMinMin,0.0,9
65.65239188989868,0.97,3509.2857142857147,512.4378407365804,GreedyMinMin,0.0,10
61.78898482148864,0.97,3623.2619047619037,517.2071656249099,GreedyMinMin,0.0,11
68.33086368938206,0.975,3440.815476190477,510.2863651802127,GreedyMinMin,0.0,12
59.95091352336925,0.965,3572.8928571428573,519.1675940006601,GreedyMinMin,0.0,13
57.93563380699266,0.97,3644.119047619047,522.7994778609395,GreedyMinMin,0.0,14
63.28571902769189,0.98,3534.5238095238087,518.260707172748,GreedyMinMin,0.0,15
54.52166238111787,0.98,3658.315476190477,530.2926671426089,GreedyMinMin,0.0,16
71.54427564668363,0.98,3266.3690476190477,508.286265101403,GreedyMinMin,0.0,17
65.30462414852889,0.975,3577.392857142858,513.5965280629207,GreedyMinMin,0.0,18
57.757232776553415,0.98,3573.452380952383,526.2030794065984,GreedyMinMin,0.0,19
64.47892326105271,0.98,3552.1785714285706,516.3120079655635,Random,0.0,0
65.3900424248801,0.975,3443.154761904761,514.6765435055365,Random,0.0,1
67.65447805792373,0.975,3575.2976190476197,510.0906043416858,Random,0.0,2
63.81712755898853,0.98,3575.0178571428573,517.0991479472316,Random,0.0,3
63.217455624884735,0.975,3556.940476190476,516.9113522769585,Random,0.0,4
63.790997631214516,0.965,3538.1071428571427,513.720539267464,Random,0.0,5
57.58725216700102,0.975,3500.535714285713,525.8643003209272,Random,0.0,6
56.59421926742172,0.97,3591.9226190476197,524.0313675274388,Random,0.0,7
69.19502850204991,0.98,3411.0178571428555,510.5082965326394,Random,0.0,8
66.64651109676907,0.97,3434.928571428571,511.61587621198925,Random,0.0,9
65.66739188989867,0.97,3506.785714285714,512.4378407365803,Random,0.0,10
61.76798482148864,0.97,3626.7619047619037,517.2071656249099,Random,0.0,11
68.33086368938204,0.975,3440.815476190477,510.2863651802127,Random,0.0,12
59.95091352336922,0.965,3572.8928571428573,519.1675940006601,Random,0.0,13
57.87363380699268,0.97,3654.4523809523803,522.7994778609395,Random,0.0,14
63.15993331340612,0.98,3555.4880952380954,518.2607071727482,Random,0.0,15
54.49316238111787,0.98,3663.065476190477,530.2926671426089,Random,0.0,16
71.51477564668365,0.98,3271.2857142857147,508.2862651014029,Random,0.0,17
65.30762414852889,0.975,3576.892857142858,513.5965280629208,Random,0.0,18
57.78273277655344,0.98,3569.202380952383,526.2030794065984,Random,0.0,19
59.17542169078703,0.975,4425.918650793651,515.1535996066764,DQN,0.0,0
59.64482515418153,0.975,4422.536075036076,514.4799375934022,DQN,0.0,1
62.81563604556215,0.975,4415.785714285713,509.7844745030858,DQN,0.0,2
57.391056130417105,0.98,4646.0297619047615,517.0991479472314,DQN,0.0,3
55.33048220806292,0.97,4867.699134199133,515.6949844801136,DQN,0.0,4
55.34186099598098,0.95,4977.433621933622,509.690305908626,DQN,0.0,5
44.756402222467905,0.955,5345.247655122654,523.5081677701942,DQN,0.0,6
45.768537241893,0.97,5597.291847041849,523.4715675137841,DQN,0.0,7
63.93181885240858,0.975,4299.199675324675,509.15947464346493,DQN,0.0,8
63.041568208922506,0.97,4065.654761904761,511.34675482947335,DQN,0.0,9
60.15580855656531,0.97,4425.382936507936,512.4378407365804,DQN,0.0,10
55.52623702164778,0.96,4659.531746031747,514.7748587532425,DQN,0.0,11
64.23478083605616,0.97,4019.7817460317483,509.9697930316303,DQN,0.0,12
51.86413189328653,0.955,4985.281926406928,516.0862648224079,DQN,0.0,13
49.46269984734775,0.955,4895.6812770562765,520.4948187354719,DQN,0.0,14
54.88213851077273,0.96,4742.289862914864,514.9961834676071,DQN,0.0,15
35.81513299026642,0.97,6505.028762903762,530.2320416484663,DQN,0.0,16
62.68873121139969,0.965,4411.084249084249,507.517144941142,DQN,0.0,17
59.53650594861496,0.97,4600.408730158731,511.791562505649,DQN,0.0,18
45.77902886337041,0.975,5586.338744588745,524.8044080036457,DQN,0.0,19
61.98735425335889,0.98,3978.70238095238,516.2106471913902,PPO,0.0,0
62.81321779988487,0.975,3930.5396825396824,514.1553161573152,PPO,0.0,1
66.06458520078093,0.975,3840.279761904762,510.09060434168583,PPO,0.0,2
61.12155613041707,0.98,4024.2797619047606,517.0991479472316,PPO,0.0,3
59.94892232531461,0.975,4142.357142857143,516.5454022263142,PPO,0.0,4
60.68134210069273,0.96,4125.057539682539,511.85246899181783,PPO,0.0,5
53.519275976524845,0.975,4178.5317460317465,525.8643003209269,PPO,0.0,6
52.5748430378672,0.97,4421.513888888888,523.8441104431994,PPO,0.0,7
67.39036183538325,0.98,3711.795634920632,510.50829653263935,PPO,0.0,8
64.74612620284985,0.97,3769.77380952381,511.452846410011,PPO,0.0,9
63.78757046132723,0.97,3820.089285714286,512.4378407365806,PPO,0.0,10
58.43750516982916,0.965,4111.952380952381,516.5861708166844,PPO,0.0,11
66.95161368938207,0.975,3670.690476190476,510.2863651802125,PPO,0.0,12
58.82636683451617,0.965,3930.569444444445,517.6353247482252,PPO,0.0,13
55.17512109288462,0.965,4108.392857142859,521.511782646387,PPO,0.0,14
59.88110966263463,0.97,3988.5615079365075,516.7812819346194,PPO,0.0,15
50.34644809540364,0.98,4354.184523809526,530.292667142609,PPO,0.0,16
67.88089166987619,0.97,3644.4623015873017,507.87850178090014,PPO,0.0,17
63.0216969031958,0.975,3979.2440476190473,513.4042582166348,PPO,0.0,18
53.551411347982025,0.98,4274.42261904762,526.2030794065984,PPO,0.0,19
111.6987749860668,1.555,3615.2196969696956,588.6648602481729,RoundRobin,0.5,0
107.74585482496187,1.5,3670.1917388167394,580.3494921132065,RoundRobin,0.5,1
107.52889779448681,1.455,3501.4392413142423,570.9437001364415,RoundRobin,0.5,2
103.1944345883188,1.425,3643.0144300144298,568.6712182473916,RoundRobin,0.5,3
105.48774980371718,1.495,3540.1230574980555,583.6572677769415,RoundRobin,0.5,4
97.48362922095976,1.51,3631.126165501165,598.5944206790502,RoundRobin,0.5,5
109.73671069447089,1.42,3560.5286796536784,558.3501758414106,RoundRobin,0.5,6
100.44032528967969,1.435,3564.745407370406,576.0068033991469,RoundRobin,0.5,7
116.89929786650963,1.54,3539.1304112554108,577.7988794989369,RoundRobin,0.5,8
98.38933333996178,1.425,3672.4335386835382,575.6140981419055,RoundRobin,0.5,9
104.06200488268503,1.34,3480.7261904761904,547.5804569616869,RoundRobin,0.5,10
94.97187285114046,1.38,3730.4821428571413,568.967851437575,RoundRobin,0.5,11
111.18819968508768,1.46,3491.5765623265634,566.7935114114296,RoundRobin,0.5,12
108.29660559043258,1.435,3603.634740259741,563.8723789520137,RoundRobin,0.5,13
110.23245857821084,1.505,3618.6136363636388,578.333789405411,RoundRobin,0.5,14
93.11115029941337,1.46,3584.3961593961594,593.0737091163144,RoundRobin,0.5,15
109.86890281236488,1.455,3567.431998556999,566.8397577944394,RoundRobin,0.5,16
111.57449895309516,1.45,3512.6706349206347,563.5242158560718,RoundRobin,0.5,17
111.81136436435085,1.43,3546.0808219558226,557.8682260558712,RoundRobin,0.5,18
112.41574389077796,1.51,3614.3228715728706,576.3474783196773,RoundRobin,0.5,19
111.86698818953003,1.555,3587.184163059162,588.6648602481727,SJF,0.5,0
108.03055720591433,1.5,3622.7413419913432,580.3494921132063,SJF,0.5,1
107.53389779448675,1.455,3500.6059079809083,570.9437001364417,SJF,0.5,2
103.68273220736643,1.425,3561.6314935064934,568.6712182473916,SJF,0.5,3
105.43117837514569,1.495,3549.551628926626,583.6572677769417,SJF,0.5,4
97.48751608409674,1.51,3630.4783549783547,598.5944206790499,SJF,0.5,5
109.75059597585616,1.42,3558.2144660894655,558.3501758414106,SJF,0.5,6
101.12331972602728,1.44,3568.6521534021517,576.1971510303397,SJF,0.5,7
116.96462204233383,1.54,3528.2430486180474,577.7988794989368,SJF,0.5,8
99.59206129357695,1.435,3633.0818070818073,576.6641717958987,SJF,0.5,9
104.05664773982785,1.34,3481.6190476190486,547.5804569616869,SJF,0.5,10
94.93429601131363,1.38,3736.7449494949474,568.967851437575,SJF,0.5,11
111.2742171364962,1.46,3465.8265623265634,566.8962352343168,SJF,0.5,12
108.83962939995645,1.435,3513.1307720057725,563.8723789520136,SJF,0.5,13
110.30462524487754,1.505,3606.5858585858605,578.3337894054108,SJF,0.5,14
92.20198692847036,1.46,3572.207667332667,593.2971506013001,SJF,0.5,15
109.92089307210514,1.455,3558.7669552669563,566.8397577944394,SJF,0.5,16
111.52975977560598,1.45,3520.1271645021643,563.5242158560717,SJF,0.5,17
111.88629618253273,1.43,3533.592185592186,557.8682260558712,SJF,0.5,18
112.48345817649225,1.51,3603.0371572871563,576.3474783196773,SJF,0.5,19
111.86698818953003,1.555,3587.184163059162,588.6648602481727,GreedyMinMin,0.5,0
108.03055720591433,1.5,3622.7413419913432,580.3494921132063,GreedyMinMin,0.5,1
107.53389779448675,1.455,3500.6059079809083,570.9437001364417,GreedyMinMin,0.5,2
103.68273220736643,1.425,3561.6314935064934,568.6712182473916,GreedyMinMin,0.5,3
105.43117837514569,1.495,3549.551628926626,583.6572677769417,GreedyMinMin,0.5,4
97.48751608409674,1.51,3630.4783549783547,598.5944206790499,GreedyMinMin,0.5,5
109.75059597585616,1.42,3558.2144660894655,558.3501758414106,GreedyMinMin,0.5,6
101.12331972602728,1.44,3568.6521534021517,576.1971510303397,GreedyMinMin,0.5,7
116.96462204233383,1.54,3528.2430486180474,577.7988794989368,GreedyMinMin,0.5,8
99.59206129357695,1.435,3633.0818070818073,576.6641717958987,GreedyMinMin,0.5,9
104.05664773982785,1.34,3481.6190476190486,547.5804569616869,GreedyMinMin,0.5,10
94.93429601131363,1.38,3736.7449494949474,568.967851437575,GreedyMinMin,0.5,11
111.2742171364962,1.46,3465.8265623265634,566.8962352343168,GreedyMinMin,0.5,12
108.83962939995645,1.435,3513.1307720057725,563.8723789520136,GreedyMinMin,0.5,13
110.30462524487754,1.505,3606.5858585858605,578.3337894054108,GreedyMinMin,0.5,14
92.20198692847036,1.46,3572.207667332667,593.2971506013001,GreedyMinMin,0.5,15
109.92089307210514,1.455,3558.7669552669563,566.8397577944394,GreedyMinMin,0.5,16
111.52975977560598,1.45,3520.1271645021643,563.5242158560717,GreedyMinMin,0.5,17
111.88629618253273,1.43,3533.592185592186,557.8682260558712,GreedyMinMin,0.5,18
112.48345817649225,1.51,3603.0371572871563,576.3474783196773,GreedyMinMin,0.5,19
111.69482476961656,1.555,3615.878066378065,588.6648602481727,Random,0.5,0
107.81115079764668,1.5,3680.223665223665,580.1612608165171,Random,0.5,1
107.4989692230582,1.455,3506.427336552337,570.9437001364416,Random,0.5,2
103.2869399995742,1.425,3627.596861471861,568.6712182473916,Random,0.5,3
105.30637750934483,1.495,3570.3517732267724,583.6572677769417,Random,0.5,4
97.57621512440278,1.51,3728.375277500278,597.5802998158937,Random,0.5,5
109.43942065118084,1.42,3610.0770202020194,558.3501758414106,Random,0.5,6
100.95953401174152,1.44,3595.9497724497714,576.1971510303397,Random,0.5,7
116.83905760676939,1.54,3549.170454545454,577.7988794989367,Random,0.5,8
99.48690278541847,1.435,3650.608225108225,576.6641717958983,Random,0.5,9
103.9629096445898,1.34,3497.242063492063,547.580456961687,Random,0.5,10
94.74494536196295,1.38,3768.3033910533904,568.967851437575,Random,0.5,11
111.20743223367921,1.46,3499.784895659897,566.690787588542,Random,0.5,12
108.4976012786452,1.43,3564.844155844157,562.6700006794349,Random,0.5,13
110.020723729726,1.505,3653.9027777777796,578.3337894054112,Random,0.5,14
91.39671786420134,1.46,3706.419178044178,593.2971506013004,Random,0.5,15
109.7920456695077,1.455,3580.2415223665234,566.8397577944396,Random,0.5,16
111.46427975295717,1.45,3575.959054834055,563.1199488770577,Random,0.5,17
111.81011761110415,1.43,3546.2886141636154,557.8682260558711,Random,0.5,18
112.14209021112428,1.51,3659.931818181817,576.3474783196771,Random,0.5,19
104.28844326423548,1.54,4716.549214674215,586.1183921715786,DQN,0.5,0
101.07411643558336,1.485,4685.7805250305255,577.4668006213502,DQN,0.5,1
101.62429105227342,1.44,4498.109362859363,567.0805791558558,DQN,0.5,2
95.92352030413024,1.42,4832.864815739816,567.6189362021465,DQN,0.5,3
96.0909810239878,1.48,5100.739358272445,579.9568742395666,DQN,0.5,4
91.1741449340119,1.505,5089.784569188984,593.6807214762812,DQN,0.5,5
101.85110115065226,1.41,4618.317501942503,558.1584907565386,DQN,0.5,6
92.86731762741277,1.435,4904.952256077257,575.3044532541854,DQN,0.5,7
113.42140334365587,1.54,4364.802072927072,575.5846763281723,DQN,0.5,8
88.61895339019537,1.425,5471.040216727719,574.0822079641572,DQN,0.5,9
100.30507028162272,1.34,4130.035533910533,547.3720747723712,DQN,0.5,10
